Handle,Title,Body (HTML),Base product title,Color,Size,Variant SKU,Image Src,Tags,Published,Staff,Variant Price,Variant Compare At Price,Variant Image,SEO Title,SEO Description
unisex-t-shirt,,,Unisex T-shirt,Black,L,PH-AP-UnisexT-shirt-Black-L-152222,https://img.btdmp.com/10267/10267684/products/165474093596fa9ecaac.png,,FALSE,,20.49,35.49,"https://img.btdmp.com/10267/10267684/products/origin/1655190186a7119f7c74.png,https://img.btdmp.com/10267/10267684/products/origin/16551901853119d23613.png,https://img.btdmp.com/10267/10267684/products/origin/16551901867f3a390e6e.png,https://img.btdmp.com/10267/10267684/products/origin/1655190186f267fa50d4.png",,
unisex-t-shirt,,,Unisex T-shirt,Black,XL,PH-AP-UnisexT-shirt-Black-XL-925580,https://img.btdmp.com/10267/10267684/products/origin/16547409463ce0d35df5.png,,FALSE,,20.49,35.49,"https://img.btdmp.com/10267/10267684/products/origin/1655190186a7119f7c74.png,https://img.btdmp.com/10267/10267684/products/origin/16551901853119d23613.png,https://img.btdmp.com/10267/10267684/products/origin/16551901867f3a390e6e.png,https://img.btdmp.com/10267/10267684/products/origin/1655190186f267fa50d4.png",,
unisex-t-shirt,,,Unisex T-shirt,Black,2XL,PH-AP-UnisexT-shirt-Black-2XL-099195,https://img.btdmp.com/10267/10267684/products/origin/1654740945e1282f27f3.png,,FALSE,,20.49,35.49,"https://img.btdmp.com/10267/10267684/products/origin/1655190186a7119f7c74.png,https://img.btdmp.com/10267/10267684/products/origin/16551901853119d23613.png,https://img.btdmp.com/10267/10267684/products/origin/16551901867f3a390e6e.png,https://img.btdmp.com/10267/10267684/products/origin/1655190186f267fa50d4.png",,
unisex-t-shirt,,,Unisex T-shirt,Black,3XL,PH-AP-UnisexT-shirt-Black-3XL-691744,https://img.btdmp.com/10267/10267684/products/origin/1654740946a7a9984683.png,,FALSE,,20.49,35.49,"https://img.btdmp.com/10267/10267684/products/origin/1655190186a7119f7c74.png,https://img.btdmp.com/10267/10267684/products/origin/16551901853119d23613.png,https://img.btdmp.com/10267/10267684/products/origin/16551901867f3a390e6e.png,https://img.btdmp.com/10267/10267684/products/origin/1655190186f267fa50d4.png",,
unisex-t-shirt,,,Unisex T-shirt,Black,4XL,PH-AP-UnisexT-shirt-Black-4XL-370656,https://img.btdmp.com/10267/10267684/products/origin/16547409459c9bf2138e.png,,FALSE,,20.49,35.49,"https://img.btdmp.com/10267/10267684/products/origin/1655190186a7119f7c74.png,https://img.btdmp.com/10267/10267684/products/origin/16551901853119d23613.png,https://img.btdmp.com/10267/10267684/products/origin/16551901867f3a390e6e.png,https://img.btdmp.com/10267/10267684/products/origin/1655190186f267fa50d4.png",,
unisex-t-shirt,,,Unisex T-shirt,Black,5XL,PH-AP-UnisexT-shirt-Black-5XL-021801,https://img.btdmp.com/10267/10267684/products/1654740935c8792a6980.png,,FALSE,,20.49,35.49,"https://img.btdmp.com/10267/10267684/products/origin/1655190186a7119f7c74.png,https://img.btdmp.com/10267/10267684/products/origin/16551901853119d23613.png,https://img.btdmp.com/10267/10267684/products/origin/16551901867f3a390e6e.png,https://img.btdmp.com/10267/10267684/products/origin/1655190186f267fa50d4.png",,
unisex-t-shirt,,,Unisex T-shirt,Dark Chocolate,S,PH-AP-UnisexT-shirt-DarkChocolate-S-995451,https://img.btdmp.com/10267/10267684/products/origin/1654740945ad8b322778.png,,FALSE,,20.49,35.49,"https://img.btdmp.com/10267/10267684/products/origin/165519018556a2939fc3.png,https://img.btdmp.com/10267/10267684/products/origin/1655190186676400b50a.png,https://img.btdmp.com/10267/10267684/products/origin/16551901859de010a4e4.png,https://img.btdmp.com/10267/10267684/products/origin/16551901859d605a4cc0.png",,
unisex-t-shirt,,,Unisex T-shirt,Dark Chocolate,M,PH-AP-UnisexT-shirt-DarkChocolate-M-903176,https://img.btdmp.com/10267/10267684/products/origin/16547409468fa11bee5f.png,,FALSE,,20.49,35.49,"https://img.btdmp.com/10267/10267684/products/origin/165519018556a2939fc3.png,https://img.btdmp.com/10267/10267684/products/origin/1655190186676400b50a.png,https://img.btdmp.com/10267/10267684/products/origin/16551901859de010a4e4.png,https://img.btdmp.com/10267/10267684/products/origin/16551901859d605a4cc0.png",,
unisex-t-shirt,,,Unisex T-shirt,Dark Chocolate,L,PH-AP-UnisexT-shirt-DarkChocolate-L-151829,https://img.btdmp.com/10267/10267684/products/origin/1654740945ea94cbdb1f.png,,FALSE,,20.49,35.49,"https://img.btdmp.com/10267/10267684/products/origin/165519018556a2939fc3.png,https://img.btdmp.com/10267/10267684/products/origin/1655190186676400b50a.png,https://img.btdmp.com/10267/10267684/products/origin/16551901859de010a4e4.png,https://img.btdmp.com/10267/10267684/products/origin/16551901859d605a4cc0.png",,
unisex-t-shirt,,,Unisex T-shirt,Dark Chocolate,XL,PH-AP-UnisexT-shirt-DarkChocolate-XL-456305,https://img.btdmp.com/10267/10267684/products/origin/16547409486cba833855.png,,FALSE,,20.49,35.49,"https://img.btdmp.com/10267/10267684/products/origin/165519018556a2939fc3.png,https://img.btdmp.com/10267/10267684/products/origin/1655190186676400b50a.png,https://img.btdmp.com/10267/10267684/products/origin/16551901859de010a4e4.png,https://img.btdmp.com/10267/10267684/products/origin/16551901859d605a4cc0.png",,
unisex-t-shirt,,,Unisex T-shirt,Dark Chocolate,2XL,PH-AP-UnisexT-shirt-DarkChocolate-2XL-406030,,,FALSE,,20.49,35.49,"https://img.btdmp.com/10267/10267684/products/origin/165519018556a2939fc3.png,https://img.btdmp.com/10267/10267684/products/origin/1655190186676400b50a.png,https://img.btdmp.com/10267/10267684/products/origin/16551901859de010a4e4.png,https://img.btdmp.com/10267/10267684/products/origin/16551901859d605a4cc0.png",,
unisex-t-shirt,,,Unisex T-shirt,Dark Chocolate,3XL,PH-AP-UnisexT-shirt-DarkChocolate-3XL-332604,,,FALSE,,20.49,35.49,"https://img.btdmp.com/10267/10267684/products/origin/165519018556a2939fc3.png,https://img.btdmp.com/10267/10267684/products/origin/1655190186676400b50a.png,https://img.btdmp.com/10267/10267684/products/origin/16551901859de010a4e4.png,https://img.btdmp.com/10267/10267684/products/origin/16551901859d605a4cc0.png",,
unisex-t-shirt,,,Unisex T-shirt,Dark Chocolate,4XL,PH-AP-UnisexT-shirt-DarkChocolate-4XL-067228,,,FALSE,,20.49,35.49,"https://img.btdmp.com/10267/10267684/products/origin/165519018556a2939fc3.png,https://img.btdmp.com/10267/10267684/products/origin/1655190186676400b50a.png,https://img.btdmp.com/10267/10267684/products/origin/16551901859de010a4e4.png,https://img.btdmp.com/10267/10267684/products/origin/16551901859d605a4cc0.png",,
unisex-t-shirt,,,Unisex T-shirt,Dark Chocolate,5XL,PH-AP-UnisexT-shirt-DarkChocolate-5XL-969386,,,FALSE,,20.49,35.49,"https://img.btdmp.com/10267/10267684/products/origin/165519018556a2939fc3.png,https://img.btdmp.com/10267/10267684/products/origin/1655190186676400b50a.png,https://img.btdmp.com/10267/10267684/products/origin/16551901859de010a4e4.png,https://img.btdmp.com/10267/10267684/products/origin/16551901859d605a4cc0.png",,
unisex-t-shirt,,,Unisex T-shirt,Dark Heather,S,PH-AP-UnisexT-shirt-DarkHeather-S-524940,,,FALSE,,20.49,35.49,"https://img.btdmp.com/10267/10267684/products/origin/1655190185022311ec41.png,https://img.btdmp.com/10267/10267684/products/origin/165519018614b0bc584f.png,https://img.btdmp.com/10267/10267684/products/origin/16551901869402c4fc59.png,https://img.btdmp.com/10267/10267684/products/origin/1655190185139454437d.png",,
unisex-t-shirt,,,Unisex T-shirt,Dark Heather,M,PH-AP-UnisexT-shirt-DarkHeather-M-201955,,,FALSE,,20.49,35.49,"https://img.btdmp.com/10267/10267684/products/origin/1655190185022311ec41.png,https://img.btdmp.com/10267/10267684/products/origin/165519018614b0bc584f.png,https://img.btdmp.com/10267/10267684/products/origin/16551901869402c4fc59.png,https://img.btdmp.com/10267/10267684/products/origin/1655190185139454437d.png",,
unisex-t-shirt,,,Unisex T-shirt,Dark Heather,L,PH-AP-UnisexT-shirt-DarkHeather-L-302889,,,FALSE,,20.49,35.49,"https://img.btdmp.com/10267/10267684/products/origin/1655190185022311ec41.png,https://img.btdmp.com/10267/10267684/products/origin/165519018614b0bc584f.png,https://img.btdmp.com/10267/10267684/products/origin/16551901869402c4fc59.png,https://img.btdmp.com/10267/10267684/products/origin/1655190185139454437d.png",,
unisex-t-shirt,,,Unisex T-shirt,Dark Heather,XL,PH-AP-UnisexT-shirt-DarkHeather-XL-690823,,,FALSE,,20.49,35.49,"https://img.btdmp.com/10267/10267684/products/origin/1655190185022311ec41.png,https://img.btdmp.com/10267/10267684/products/origin/165519018614b0bc584f.png,https://img.btdmp.com/10267/10267684/products/origin/16551901869402c4fc59.png,https://img.btdmp.com/10267/10267684/products/origin/1655190185139454437d.png",,
unisex-t-shirt,,,Unisex T-shirt,Dark Heather,2XL,PH-AP-UnisexT-shirt-DarkHeather-2XL-190869,,,FALSE,,20.49,35.49,"https://img.btdmp.com/10267/10267684/products/origin/1655190185022311ec41.png,https://img.btdmp.com/10267/10267684/products/origin/165519018614b0bc584f.png,https://img.btdmp.com/10267/10267684/products/origin/16551901869402c4fc59.png,https://img.btdmp.com/10267/10267684/products/origin/1655190185139454437d.png",,
unisex-t-shirt,,,Unisex T-shirt,Dark Heather,3XL,PH-AP-UnisexT-shirt-DarkHeather-3XL-940662,,,FALSE,,20.49,35.49,"https://img.btdmp.com/10267/10267684/products/origin/1655190185022311ec41.png,https://img.btdmp.com/10267/10267684/products/origin/165519018614b0bc584f.png,https://img.btdmp.com/10267/10267684/products/origin/16551901869402c4fc59.png,https://img.btdmp.com/10267/10267684/products/origin/1655190185139454437d.png",,
unisex-t-shirt,,,Unisex T-shirt,Dark Heather,4XL,PH-AP-UnisexT-shirt-DarkHeather-4XL-715438,,,FALSE,,20.49,35.49,"https://img.btdmp.com/10267/10267684/products/origin/1655190185022311ec41.png,https://img.btdmp.com/10267/10267684/products/origin/165519018614b0bc584f.png,https://img.btdmp.com/10267/10267684/products/origin/16551901869402c4fc59.png,https://img.btdmp.com/10267/10267684/products/origin/1655190185139454437d.png",,
unisex-t-shirt,,,Unisex T-shirt,Dark Heather,5XL,PH-AP-UnisexT-shirt-DarkHeather-5XL-636144,,,FALSE,,20.49,35.49,"https://img.btdmp.com/10267/10267684/products/origin/1655190185022311ec41.png,https://img.btdmp.com/10267/10267684/products/origin/165519018614b0bc584f.png,https://img.btdmp.com/10267/10267684/products/origin/16551901869402c4fc59.png,https://img.btdmp.com/10267/10267684/products/origin/1655190185139454437d.png",,
