Product Id,Variant Id,Handle,Title,Body (Html),Vendor,Type,Tags,Published,Custom Option,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant Sku,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,Google Shopping / Mpn,Google Shopping / Age Group,Google Shopping / Gender,Google Shopping / Google Product Category,Seo Title,Seo Description,Google Shopping / Adwords Grouping,Google Shopping / Adwords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost Per Item,Available On Listing Pages,Available On Sitemap Files
1.00E+15,1.00E+15,product-limit-image-variant,,,,,,,,,Unisex T-shirt,,Black,,5XL,PH-AP-UnisexT-shirt-Black-5XL-561399,1,,0,deny,manual,25.79,40.79,TRUE,FALSE,,https://stag-img.btdmp.com/10071/10071506/products/origin/1637051467b1b3d09c59.png,16,,,,,,,,,,,,,,,,,,"https://stag-img.btdmp.com/10071/10071506/products/origin/163705146747a9c3be07.png,https://stag-img.btdmp.com/10071/10071506/products/origin/1637051467aa43361fa5.png,https://stag-img.btdmp.com/10071/10071506/products/origin/1637051467b9535c0672.png,https://stag-img.btdmp.com/10071/10071506/products/origin/1637051467d3134880c8.png,https://stag-img.btdmp.com/10071/10071506/products/origin/16370514677b5a3f3daa.png",lb,,0,,
1.00E+15,1.00E+15,product-limit-image-variant,,,,,,,,,Unisex T-shirt,,Dark Chocolate,,S,PH-AP-UnisexT-shirt-DarkChocolate-S-058033,0.25,,0,deny,manual,19.99,34.99,TRUE,FALSE,,https://stag-img.btdmp.com/10071/10071506/products/origin/16370514672cd0847994.png,17,,,,,,,,,,,,,,,,,,"https://stag-img.btdmp.com/10071/10071506/products/origin/163705146785c4b5673a.png,https://stag-img.btdmp.com/10071/10071506/products/origin/163705146771252d98c9.png,https://stag-img.btdmp.com/10071/10071506/products/origin/1637051467fd17e891a1.png,https://stag-img.btdmp.com/10071/10071506/products/origin/1637051467b421c3a84b.png,https://stag-img.btdmp.com/10071/10071506/products/origin/1637051467394d631b71.png",lb,,0,,
1.00E+15,1.00E+15,product-limit-image-variant,,,,,,,,,Unisex T-shirt,,Dark Chocolate,,M,PH-AP-UnisexT-shirt-DarkChocolate-M-099715,0.31,,0,deny,manual,19.99,34.99,TRUE,FALSE,,https://stag-img.btdmp.com/10071/10071506/products/origin/16370514677cb1211f62.png,18,,,,,,,,,,,,,,,,,,"https://stag-img.btdmp.com/10071/10071506/products/origin/163705146785c4b5673a.png,https://stag-img.btdmp.com/10071/10071506/products/origin/163705146771252d98c9.png,https://stag-img.btdmp.com/10071/10071506/products/origin/1637051467fd17e891a1.png,https://stag-img.btdmp.com/10071/10071506/products/origin/1637051467b421c3a84b.png,https://stag-img.btdmp.com/10071/10071506/products/origin/1637051467394d631b71.png",lb,,0,,
1.00E+15,1.00E+15,product-limit-image-variant,,,,,,,,,Unisex T-shirt,,Dark Chocolate,,L,PH-AP-UnisexT-shirt-DarkChocolate-L-267360,0.38,,0,deny,manual,19.99,34.99,TRUE,FALSE,,https://stag-img.btdmp.com/10071/10071506/products/origin/16370514678558a7ed47.png,19,,,,,,,,,,,,,,,,,,"https://stag-img.btdmp.com/10071/10071506/products/origin/163705146785c4b5673a.png,https://stag-img.btdmp.com/10071/10071506/products/origin/163705146771252d98c9.png,https://stag-img.btdmp.com/10071/10071506/products/origin/1637051467fd17e891a1.png,https://stag-img.btdmp.com/10071/10071506/products/origin/1637051467b421c3a84b.png,https://stag-img.btdmp.com/10071/10071506/products/origin/1637051467394d631b71.png",lb,,0,,
1.00E+15,1.00E+15,product-limit-image-variant,,,,,,,,,Unisex T-shirt,,Dark Chocolate,,XL,PH-AP-UnisexT-shirt-DarkChocolate-XL-082495,0.44,,0,deny,manual,19.99,34.99,TRUE,FALSE,,https://stag-img.btdmp.com/10071/10071506/products/origin/1637051467d3355b47df.png,20,,,,,,,,,,,,,,,,,,"https://stag-img.btdmp.com/10071/10071506/products/origin/163705146785c4b5673a.png,https://stag-img.btdmp.com/10071/10071506/products/origin/163705146771252d98c9.png,https://stag-img.btdmp.com/10071/10071506/products/origin/1637051467fd17e891a1.png,https://stag-img.btdmp.com/10071/10071506/products/origin/1637051467b421c3a84b.png,https://stag-img.btdmp.com/10071/10071506/products/origin/1637051467394d631b71.png",lb,,0,,
1.00E+15,1.00E+15,product-limit-image-variant,,,,,,,,,Unisex T-shirt,,Dark Chocolate,,2XL,PH-AP-UnisexT-shirt-DarkChocolate-2XL-077422,0.56,,0,deny,manual,22.79,37.79,TRUE,FALSE,,https://stag-img.btdmp.com/10071/10071506/products/origin/1637051467bbb8537389.png,21,,,,,,,,,,,,,,,,,,"https://stag-img.btdmp.com/10071/10071506/products/origin/163705146785c4b5673a.png,https://stag-img.btdmp.com/10071/10071506/products/origin/163705146771252d98c9.png,https://stag-img.btdmp.com/10071/10071506/products/origin/1637051467fd17e891a1.png,https://stag-img.btdmp.com/10071/10071506/products/origin/1637051467b421c3a84b.png,https://stag-img.btdmp.com/10071/10071506/products/origin/1637051467394d631b71.png",lb,,0,,
1.00E+15,1.00E+15,product-limit-image-variant,,,,,,,,,Unisex T-shirt,,Dark Chocolate,,3XL,PH-AP-UnisexT-shirt-DarkChocolate-3XL-455561,0.66,,0,deny,manual,23.79,38.79,TRUE,FALSE,,https://stag-img.btdmp.com/10071/10071506/products/origin/1637051467c6715178ee.png,22,,,,,,,,,,,,,,,,,,"https://stag-img.btdmp.com/10071/10071506/products/origin/163705146785c4b5673a.png,https://stag-img.btdmp.com/10071/10071506/products/origin/163705146771252d98c9.png,https://stag-img.btdmp.com/10071/10071506/products/origin/1637051467fd17e891a1.png,https://stag-img.btdmp.com/10071/10071506/products/origin/1637051467b421c3a84b.png,https://stag-img.btdmp.com/10071/10071506/products/origin/1637051467394d631b71.png",lb,,0,,
1.00E+15,1.00E+15,product-limit-image-variant,,,,,,,,,Unisex T-shirt,,Dark Chocolate,,4XL,PH-AP-UnisexT-shirt-DarkChocolate-4XL-441852,1,,0,deny,manual,24.79,39.79,TRUE,FALSE,,https://stag-img.btdmp.com/10071/10071506/products/origin/1637051467c6f4d6abd6.png,23,,,,,,,,,,,,,,,,,,"https://stag-img.btdmp.com/10071/10071506/products/origin/163705146785c4b5673a.png,https://stag-img.btdmp.com/10071/10071506/products/origin/163705146771252d98c9.png,https://stag-img.btdmp.com/10071/10071506/products/origin/1637051467fd17e891a1.png,https://stag-img.btdmp.com/10071/10071506/products/origin/1637051467b421c3a84b.png,https://stag-img.btdmp.com/10071/10071506/products/origin/1637051467394d631b71.png",lb,,0,,
1.00E+15,1.00E+15,product-limit-image-variant,,,,,,,,,Unisex T-shirt,,Dark Chocolate,,5XL,PH-AP-UnisexT-shirt-DarkChocolate-5XL-272646,1,,0,deny,manual,25.79,40.79,TRUE,FALSE,,https://stag-img.btdmp.com/10071/10071506/products/origin/16370514683667e40f16.png,24,,,,,,,,,,,,,,,,,,"https://stag-img.btdmp.com/10071/10071506/products/origin/163705146785c4b5673a.png,https://stag-img.btdmp.com/10071/10071506/products/origin/163705146771252d98c9.png,https://stag-img.btdmp.com/10071/10071506/products/origin/1637051467fd17e891a1.png,https://stag-img.btdmp.com/10071/10071506/products/origin/1637051467b421c3a84b.png,https://stag-img.btdmp.com/10071/10071506/products/origin/1637051467394d631b71.png",lb,,0,,
1.00E+15,1.00E+15,product-limit-image-variant,,,,,,,,,Unisex T-shirt,,Dark Heather,,S,PH-AP-UnisexT-shirt-DarkHeather-S-480470,0.31,,0,deny,manual,19.99,34.99,TRUE,FALSE,,https://stag-img.btdmp.com/10071/10071506/products/origin/16370514680a0bd058cc.png,25,,,,,,,,,,,,,,,,,,"https://stag-img.btdmp.com/10071/10071506/products/origin/1637051467d3355b47df.png,https://stag-img.btdmp.com/10071/10071506/products/origin/16370514677cb1211f62.png,https://stag-img.btdmp.com/10071/10071506/products/origin/1637051467b1b3d09c59.png,https://stag-img.btdmp.com/10071/10071506/products/origin/16370514672cd0847994.png,https://stag-img.btdmp.com/10071/10071506/products/origin/16370514678558a7ed47.png",lb,,0,,
1.00E+15,1.00E+15,product-limit-image-variant,,,,,,,,,Unisex T-shirt,,Dark Heather,,M,PH-AP-UnisexT-shirt-DarkHeather-M-538931,0.31,,0,deny,manual,19.99,34.99,TRUE,FALSE,,https://stag-img.btdmp.com/10071/10071506/products/origin/1637051468b549678870.png,26,,,,,,,,,,,,,,,,,,"https://stag-img.btdmp.com/10071/10071506/products/origin/1637051467d3355b47df.png,https://stag-img.btdmp.com/10071/10071506/products/origin/16370514677cb1211f62.png,https://stag-img.btdmp.com/10071/10071506/products/origin/1637051467b1b3d09c59.png,https://stag-img.btdmp.com/10071/10071506/products/origin/16370514672cd0847994.png,https://stag-img.btdmp.com/10071/10071506/products/origin/16370514678558a7ed47.png",lb,,0,,
1.00E+15,1.00E+15,product-limit-image-variant,,,,,,,,,Unisex T-shirt,,Dark Heather,,L,PH-AP-UnisexT-shirt-DarkHeather-L-489294,0.38,,0,deny,manual,19.99,34.99,TRUE,FALSE,,https://stag-img.btdmp.com/10071/10071506/products/origin/1637051467f4b13ed636.png,27,,,,,,,,,,,,,,,,,,"https://stag-img.btdmp.com/10071/10071506/products/origin/1637051467d3355b47df.png,https://stag-img.btdmp.com/10071/10071506/products/origin/16370514677cb1211f62.png,https://stag-img.btdmp.com/10071/10071506/products/origin/1637051467b1b3d09c59.png,https://stag-img.btdmp.com/10071/10071506/products/origin/16370514672cd0847994.png,https://stag-img.btdmp.com/10071/10071506/products/origin/16370514678558a7ed47.png",lb,,0,,
1.00E+15,1.00E+15,product-limit-image-variant,,,,,,,,,Unisex T-shirt,,Dark Heather,,XL,PH-AP-UnisexT-shirt-DarkHeather-XL-869141,0.44,,0,deny,manual,19.99,34.99,TRUE,FALSE,,https://stag-img.btdmp.com/10071/10071506/products/origin/1637051468b71e2f616e.png,28,,,,,,,,,,,,,,,,,,"https://stag-img.btdmp.com/10071/10071506/products/origin/1637051467d3355b47df.png,https://stag-img.btdmp.com/10071/10071506/products/origin/16370514677cb1211f62.png,https://stag-img.btdmp.com/10071/10071506/products/origin/1637051467b1b3d09c59.png,https://stag-img.btdmp.com/10071/10071506/products/origin/16370514672cd0847994.png,https://stag-img.btdmp.com/10071/10071506/products/origin/16370514678558a7ed47.png",lb,,0,,
1.00E+15,1.00E+15,product-limit-image-variant,,,,,,,,,Unisex T-shirt,,Dark Heather,,2XL,PH-AP-UnisexT-shirt-DarkHeather-2XL-402045,0.56,,0,deny,manual,22.79,37.79,TRUE,FALSE,,https://stag-img.btdmp.com/10071/10071506/products/origin/16370514686519da313e.png,29,,,,,,,,,,,,,,,,,,"https://stag-img.btdmp.com/10071/10071506/products/origin/1637051467d3355b47df.png,https://stag-img.btdmp.com/10071/10071506/products/origin/16370514677cb1211f62.png,https://stag-img.btdmp.com/10071/10071506/products/origin/1637051467b1b3d09c59.png,https://stag-img.btdmp.com/10071/10071506/products/origin/16370514672cd0847994.png,https://stag-img.btdmp.com/10071/10071506/products/origin/16370514678558a7ed47.png",lb,,0,,
1.00E+15,1.00E+15,product-limit-image-variant,,,,,,,,,Unisex T-shirt,,Dark Heather,,3XL,PH-AP-UnisexT-shirt-DarkHeather-3XL-928771,0.63,,0,deny,manual,23.79,38.79,TRUE,FALSE,,https://stag-img.btdmp.com/10071/10071506/products/origin/163705146736b3dfc4a2.png,30,,,,,,,,,,,,,,,,,,"https://stag-img.btdmp.com/10071/10071506/products/origin/1637051467d3355b47df.png,https://stag-img.btdmp.com/10071/10071506/products/origin/16370514677cb1211f62.png,https://stag-img.btdmp.com/10071/10071506/products/origin/1637051467b1b3d09c59.png,https://stag-img.btdmp.com/10071/10071506/products/origin/16370514672cd0847994.png,https://stag-img.btdmp.com/10071/10071506/products/origin/16370514678558a7ed47.png",lb,,0,,
1.00E+15,1.00E+15,product-limit-image-variant,,,,,,,,,Unisex T-shirt,,Dark Heather,,4XL,PH-AP-UnisexT-shirt-DarkHeather-4XL-704809,0.83,,0,deny,manual,24.79,39.79,TRUE,FALSE,,https://stag-img.btdmp.com/10071/10071506/products/origin/163705146875665114a8.png,31,,,,,,,,,,,,,,,,,,"https://stag-img.btdmp.com/10071/10071506/products/origin/1637051467d3355b47df.png,https://stag-img.btdmp.com/10071/10071506/products/origin/16370514677cb1211f62.png,https://stag-img.btdmp.com/10071/10071506/products/origin/1637051467b1b3d09c59.png,https://stag-img.btdmp.com/10071/10071506/products/origin/16370514672cd0847994.png,https://stag-img.btdmp.com/10071/10071506/products/origin/16370514678558a7ed47.png",lb,,0,,
1.00E+15,1.00E+15,product-limit-image-variant,,,,,,,,,Unisex T-shirt,,Dark Heather,,5XL,PH-AP-UnisexT-shirt-DarkHeather-5XL-408962,0.89,,0,deny,manual,25.79,40.79,TRUE,FALSE,,https://stag-img.btdmp.com/10071/10071506/products/origin/163705146709250b4d01.png,32,,,,,,,,,,,,,,,,,,"https://stag-img.btdmp.com/10071/10071506/products/origin/1637051467d3355b47df.png,https://stag-img.btdmp.com/10071/10071506/products/origin/16370514677cb1211f62.png,https://stag-img.btdmp.com/10071/10071506/products/origin/1637051467b1b3d09c59.png,https://stag-img.btdmp.com/10071/10071506/products/origin/16370514672cd0847994.png,https://stag-img.btdmp.com/10071/10071506/products/origin/16370514678558a7ed47.png",lb,,0,,
1.00E+15,1.00E+15,product-limit-image-variant,,,,,,,,,Unisex T-shirt,,Purple,,S,PH-AP-UnisexT-shirt-Purple-S-893773,0.25,,0,deny,manual,19.99,34.99,TRUE,FALSE,,https://stag-img.btdmp.com/10071/10071506/products/origin/163705146891d426cc05.png,33,,,,,,,,,,,,,,,,,,"https://stag-img.btdmp.com/10071/10071506/products/origin/1637051467c6f4d6abd6.png,https://stag-img.btdmp.com/10071/10071506/products/origin/16370514680a0bd058cc.png,https://stag-img.btdmp.com/10071/10071506/products/origin/1637051467c6715178ee.png,https://stag-img.btdmp.com/10071/10071506/products/origin/16370514683667e40f16.png,https://stag-img.btdmp.com/10071/10071506/products/origin/1637051467bbb8537389.png",lb,,0,,
1.00E+15,1.00E+15,product-limit-image-variant,,,,,,,,,Unisex T-shirt,,Purple,,M,PH-AP-UnisexT-shirt-Purple-M-635283,0.31,,0,deny,manual,19.99,34.99,TRUE,FALSE,,https://stag-img.btdmp.com/10071/10071506/products/origin/163705146732a51f22c8.png,34,,,,,,,,,,,,,,,,,,"https://stag-img.btdmp.com/10071/10071506/products/origin/1637051467c6f4d6abd6.png,https://stag-img.btdmp.com/10071/10071506/products/origin/16370514680a0bd058cc.png,https://stag-img.btdmp.com/10071/10071506/products/origin/1637051467c6715178ee.png,https://stag-img.btdmp.com/10071/10071506/products/origin/16370514683667e40f16.png,https://stag-img.btdmp.com/10071/10071506/products/origin/1637051467bbb8537389.png",lb,,0,,
